LAMMPS data file generated by CSH4LMP v6.0 / 4 Oct 2020 on Sun Oct  4 19:36:48 2020

   8841 atoms
   3637 bonds
   1189 angles

   9 atom types
   4 bond types
   1 angle types

 -4.112318398e+01  1.060681602e+01 xlo xhi
 -2.306134546e+01 -7.439454570e-01 ylo yhi
 -3.415500000e+01  3.415500000e+01 zlo zhi
  1.476600000e+01  0.000000000e+00  0.000000000e+00 xy xz yz

Masses

   1  15.999000 # O
   2  40.078000 # Ca
   3  28.085000 # Si
   4   1.007940 # H
   5  15.999000 # Oh
   6  15.999000 # Ow
   7  40.078000 # Cw
   8   1.007940 # Hw
   9  15.999000 # Ob

Pair Coeffs

   1 0.0000000000e+00 0.0000000000e+00 # O
   2 0.0000000000e+00 0.0000000000e+00 # Ca
   3 0.0000000000e+00 0.0000000000e+00 # Si
   4 0.0000000000e+00 0.0000000000e+00 # H
   5 0.0000000000e+00 0.0000000000e+00 # Oh
   6 0.0000000000e+00 0.0000000000e+00 # Ow
   7 0.0000000000e+00 0.0000000000e+00 # Cw
   8 0.0000000000e+00 0.0000000000e+00 # Hw
   9 0.0000000000e+00 0.0000000000e+00 # Ob

Bond Coeffs

   1 0.0000e+00 0.0000e+00 # Ow-Hw
   2 0.0000e+00 0.0000e+00 # Oh-H
   3 0.0000e+00 0.0000e+00 # O-Si
   4 0.0000e+00 0.0000e+00 # Oh-Si

Angle Coeffs

   1 0.0000e+00 0.0000e+00 # Hw-Ow-Hw

Atoms # full

      1      1   1 -1.150640569e+00 -1.561749024e+01 -1.961696127e+01  9.353911892e+00   1   0   0 # O
      2      1   2  1.430000000e+00 -1.384482531e+01 -1.813285669e+01 -0.000000000e+00   1   0   0 # Ca
      3      1   5 -1.010640569e+00 -6.465617248e+00 -1.004281293e+00  2.573008870e+00   0   0   0 # Oh
      4      1   1 -1.150640569e+00 -1.572299657e+01 -2.223367197e+01  4.303528110e-01   1   0   0 # O
      5      1   9 -1.150640569e+00 -1.384306766e+01 -2.092252695e+01  7.923956520e+00   1   0   0 # Ob
      6      1   1 -1.150640569e+00 -1.572834024e+01 -1.961696127e+01  4.303528110e-01   1   0   0 # O
      7      1   7  1.700000000e+00 -1.570624758e+01 -1.949421578e+01  4.508458020e+00   1   0   0 # Cw
      8      1   7  1.700000000e+00 -1.940124757e+01 -1.949421578e+01  4.508458020e+00   1   0   0 # Cw
      9      1   5 -1.010640569e+00 -2.774329824e+00 -9.763845910e-01  6.967616940e+00   0   0   0 # Oh
     10      1   2  1.430000000e+00 -1.384482531e+01 -1.813285669e+01  9.404005870e+00   1   0   0 # Ca
     11      1   5 -1.010640569e+00 -1.753754037e+01 -2.175942803e+01  4.850007870e+00   1   0   0 # Oh
     12      1   5 -1.010640569e+00 -1.997676766e+01 -2.092252695e+01  2.732398800e+00   1   0   0 # Oh
     13      1   1 -1.150640569e+00 -1.561214657e+01 -2.223367197e+01  9.353911892e+00   1   0   0 # O
     14      1   9 -1.150640569e+00 -1.509936766e+01 -2.092252695e+01  2.732398800e+00   1   0   0 # Ob
     15      1   9 -1.150640569e+00 -1.860961766e+01 -2.092252695e+01  7.058696900e+00   1   0   0 # Ob
     16      1   1 -1.150640569e+00 -1.930510024e+01 -1.961696127e+01  4.303528110e-01   1   0   0 # O
     17      1   3  1.720000000e+00 -1.596399766e+01 -2.092252695e+01  1.275119440e+00   1   0   0 # Si
     18      1   2  1.430000000e+00 -1.753982531e+01 -1.813285669e+01 -0.000000000e+00   1   0   0 # Ca
     19      1   3  1.720000000e+00 -1.753748412e+01 -2.184869748e+01  6.421137180e+00   1   0   0 # Si
     20      1   3  1.720000000e+00 -1.537279766e+01 -2.092252695e+01  8.470436280e+00   1   0   0 # Si
     21      1   9 -1.150640569e+00 -1.631871766e+01 -2.092252695e+01  7.058696900e+00   1   0   0 # Ob
     22      1   1 -1.150640569e+00 -1.942334024e+01 -1.961696127e+01  9.353911892e+00   1   0   0 # O
     23      1   9 -1.150640569e+00 -1.753806766e+01 -2.092252695e+01  1.753289230e+00   1   0   0 # Ob
     24      1   1 -1.150640569e+00 -1.942538657e+01 -2.223367197e+01  9.353911892e+00   1   0   0 # O
     25      1   1 -1.150640569e+00 -1.930714657e+01 -2.223367197e+01  4.303528110e-01   1   0   0 # O
     26      1   3  1.720000000e+00 -1.906779766e+01 -2.092252695e+01  1.275119440e+00   1   0   0 # Si
     27      1   3  1.720000000e+00 -1.965899766e+01 -2.092252695e+01  8.493206270e+00   1   0   0 # Si
     28      1   2  1.430000000e+00 -1.753982531e+01 -1.813285669e+01  9.404005870e+00   1   0   0 # Ca
     29      1   2  1.430000000e+00 -1.938556766e+01 -2.092252695e+01  1.138499500e+01   1   0   0 # Ca
     30      1   1 -1.150640569e+00 -1.750739640e+01 -1.682171167e+01  1.181534781e+01   1   0   0 # O
     31      1   5 -1.010640569e+00 -1.199796509e+01 -1.711741672e+01  1.618946289e+01   1   0   0 # Oh
     32      1   5 -1.010640569e+00 -1.199732531e+01 -1.813285669e+01  1.930895152e+01   1   0   0 # Oh
     33      1   1 -1.150640569e+00 -1.750205273e+01 -1.943842237e+01  1.181534781e+01   1   0   0 # O
     34      1   7  1.700000000e+00 -1.752414539e+01 -1.956116786e+01  1.589345302e+01   1   0   0 # Cw
     35      1   7  1.700000000e+00 -1.382914539e+01 -1.956116786e+01  1.589345302e+01   1   0   0 # Cw
     36      1   2  1.430000000e+00 -1.938556766e+01 -2.092252695e+01  2.078900087e+01   1   0   0 # Ca
     37      1   5 -1.010640569e+00 -1.569285260e+01 -1.729595561e+01  1.623500287e+01   1   0   0 # Oh
     38      1   5 -1.010640569e+00 -1.325362531e+01 -1.813285669e+01  1.411739380e+01   1   0   0 # Oh
     39      1   5 -1.010640569e+00 -1.761824640e+01 -1.682171167e+01  2.073890689e+01   1   0   0 # Oh
     40      1   5 -1.010640569e+00 -1.813102531e+01 -1.813285669e+01  1.411739380e+01   1   0   0 # Oh
     41      1   5 -1.010640569e+00 -1.462077531e+01 -1.813285669e+01  1.844369190e+01   1   0   0 # Oh
     42      1   1 -1.150640569e+00 -1.392529273e+01 -1.943842237e+01  1.181534781e+01   1   0   0 # O
     43      1   3  1.720000000e+00 -1.726639530e+01 -1.813285669e+01  1.266011444e+01   1   0   0 # Si
     44      1   2  1.430000000e+00 -1.569056766e+01 -2.092252695e+01  1.138499500e+01   1   0   0 # Ca
     45      1   5 -1.010640569e+00 -1.380705273e+01 -1.943842237e+01  2.073890689e+01   1   0   0 # Oh
     46      1   9 -1.150640569e+00 -1.569232531e+01 -1.813285669e+01  1.313828423e+01   1   0   0 # Ob
     47      1   5 -1.010640569e+00 -1.380500640e+01 -1.682171167e+01  2.073890689e+01   1   0   0 # Oh
     48      1   1 -1.150640569e+00 -1.392324640e+01 -1.682171167e+01  1.181534781e+01   1   0   0 # O
     49      1   3  1.720000000e+00 -1.416259530e+01 -1.813285669e+01  1.266011444e+01   1   0   0 # Si
     50      1   2  1.430000000e+00 -1.569056766e+01 -2.092252695e+01  2.078900087e+01   1   0   0 # Ca
     51      1   5 -1.010640569e+00 -1.192600553e+01 -1.403762075e+01  9.353911892e+00   1   0   0 # Oh
     52      1   2  1.430000000e+00 -1.015334060e+01 -1.255351617e+01 -0.000000000e+00   1   0   0 # Ca
     53      1   5 -1.010640569e+00 -1.754007138e+01 -1.774230285e+01  2.573008870e+00   1   0   0 # Oh
     54      1   5 -1.010640569e+00 -1.203151186e+01 -1.665433145e+01  4.303528110e-01   1   0   0 # Oh
     55      1   5 -1.010640569e+00 -1.015158295e+01 -1.534318643e+01  7.923956520e+00   1   0   0 # Oh
     56      1   5 -1.010640569e+00 -1.203685553e+01 -1.403762075e+01  4.303528110e-01   1   0   0 # Oh
     57      1   7  1.700000000e+00 -1.201476286e+01 -1.391487526e+01  4.508458020e+00   1   0   0 # Cw
     58      1   7  1.700000000e+00 -1.570976287e+01 -1.391487526e+01  4.508458020e+00   1   0   0 # Cw
     59      1   5 -1.010640569e+00 -1.384878395e+01 -1.771440615e+01  6.967616940e+00   1   0   0 # Oh
     60      1   2  1.430000000e+00 -1.015334060e+01 -1.255351617e+01  9.404005870e+00   1   0   0 # Ca
     61      1   5 -1.010640569e+00 -1.140788295e+01 -1.534318643e+01  2.732398800e+00   1   0   0 # Oh
     62      1   5 -1.010640569e+00 -1.491813295e+01 -1.534318643e+01  7.058696900e+00   1   0   0 # Oh
     63      1   2  1.430000000e+00 -1.384834060e+01 -1.255351617e+01 -0.000000000e+00   1   0   0 # Ca
     64      1   5 -1.010640569e+00 -1.262723295e+01 -1.534318643e+01  7.058696900e+00   1   0   0 # Oh
     65      1   1 -1.150640569e+00 -1.573185553e+01 -1.403762075e+01  9.353911892e+00   1   0   0 # O
     66      1   5 -1.010640569e+00 -1.384658295e+01 -1.534318643e+01  1.753289230e+00   1   0   0 # Oh
     67      1   1 -1.150640569e+00 -1.573390186e+01 -1.665433145e+01  9.353911892e+00   1   0   0 # O
     68      1   5 -1.010640569e+00 -1.561566186e+01 -1.665433145e+01  4.303528110e-01   1   0   0 # Oh
     69      1   3  1.720000000e+00 -1.596751295e+01 -1.534318643e+01  8.493206270e+00   1   0   0 # Si
     70      1   2  1.430000000e+00 -1.384834060e+01 -1.255351617e+01  9.404005870e+00   1   0   0 # Ca
     71      1   5 -1.010640569e+00 -1.392141802e+01 -1.385908185e+01  2.073890689e+01   1   0   0 # Oh
     72      1   2  1.430000000e+00 -1.569408295e+01 -1.534318643e+01  1.138499500e+01   1   0   0 # Ca
     73      1   5 -1.010640569e+00 -8.307352171e+00 -1.015439975e+01  1.395800387e+01   1   0   0 # Oh
     74      1   5 -1.010640569e+00 -1.381591169e+01 -1.124237115e+01  1.181534781e+01   1   0   0 # Oh
     75      1   9 -1.150640569e+00 -8.305840596e+00 -1.255351617e+01  1.930895152e+01   1   0   0 # Ob
     76      1   5 -1.010640569e+00 -1.381056802e+01 -1.385908185e+01  1.181534781e+01   1   0   0 # Oh
     77      1   7  1.700000000e+00 -1.383266068e+01 -1.398182734e+01  1.589345302e+01   1   0   0 # Cw
     78      1   7  1.700000000e+00 -1.013766068e+01 -1.398182734e+01  1.589345302e+01   1   0   0 # Cw
     79      1   5 -1.010640569e+00 -1.199863959e+01 -1.018229645e+01  1.835261194e+01   1   0   0 # Oh
     80      1   2  1.430000000e+00 -1.569408295e+01 -1.534318643e+01  2.078900087e+01   1   0   0 # Ca
     81      1   5 -1.010640569e+00 -1.392676169e+01 -1.124237115e+01  2.073890689e+01   1   0   0 # Oh
     82      1   5 -1.010640569e+00 -1.443954060e+01 -1.255351617e+01  1.411739380e+01   1   0   0 # Oh
     83      1   5 -1.010640569e+00 -1.092929060e+01 -1.255351617e+01  1.844369190e+01   1   0   0 # Oh
     84      1   5 -1.010640569e+00 -1.023380802e+01 -1.385908185e+01  1.181534781e+01   1   0   0 # Oh
     85      1   2  1.430000000e+00 -1.199908295e+01 -1.534318643e+01  1.138499500e+01   1   0   0 # Ca
     86      1   5 -1.010640569e+00 -1.322019060e+01 -1.255351617e+01  1.844369190e+01   1   0   0 # Oh
     87      1   1 -1.150640569e+00 -1.011556802e+01 -1.385908185e+01  2.073890689e+01   1   0   0 # O
     88      1   5 -1.010640569e+00 -1.200084060e+01 -1.255351617e+01  1.313828423e+01   1   0   0 # Oh
     89      1   1 -1.150640569e+00 -1.011352169e+01 -1.124237115e+01  2.073890689e+01   1   0   0 # O
     90      1   3  1.720000000e+00 -9.879910596e+00 -1.255351617e+01  1.987820127e+01   1   0   0 # Si
     91      1   2  1.430000000e+00 -1.199908295e+01 -1.534318643e+01  2.078900087e+01   1   0   0 # Ca
     92      1   1 -1.150640569e+00 -8.234520820e+00 -8.458280228e+00  9.353911892e+00   1   0   0 # O
